"","FINAL_ID","length","ridership","avg_speed","avg_speed_q10","avg_speed_q50","avg_speed_q90","trips","avg_load","avg_load_q10","avg_load_q50","avg_load_q90","service_hours","avg_speed_sd","riders_per_m","riders_per_km","avg_speed_cv","routes_str","stops_str","riders_per_service_hour","service_hour_km","low_inc_riders","rider_norm","equity_norm","reliability_norm","speed_norm","service_norm","final_score","rank","name","extents","comment"
"26","257111",1393.80361427719,5144.20077717604,7.42190328428406,2.08802576414624,7.72167483507161,13.0407099073902,260,14.4784226668675,3.83333333333333,12,32.0333333333333,19.3,3.802323559795,3.69076441220433,3690.76441220433,0.512311116724796,"49, LUCYGO, 30, 42","NA, SEPTA21449, SEPTA21450, SEPTA21439, SEPTA30313, SEPTA31393, SEPTA30815",266.538900371816,13.8470009707994,1235.89433504159,6.71645177780702,7.32838760919724,10,9.15014164305949,6.18346406079082,7.45084356733121,26,"34th Street","University to Market",NA
"27","136115",1127.28270497968,3782,8.63616451754817,6.54266546714467,8.56928289102201,10.7165836250909,305,8.51453551912568,4.48,8.4,12.3333333333333,22.33,1.62316812159011,3.35497030451485,3354.97030451485,0.187950115852,"3, 5","SEPTA23967, SEPTA24090, SEPTA24091, SEPTA23968, SEPTA24088, SEPTA23969, SEPTA23966, SEPTA25421, NA, SEPTA19011, SEPTA217, SEPTA23965, SEPTA24089",169.368562472011,19.8086956371805,1373.42965819534,6.1053737788672,8.14392023965712,4.58352217646988,8.21529745042493,8.84569574465614,7.37359989415696,27,"Frankford Avenue","Orthodox to FTC",NA
"28","159112",1720.76504958616,7160.71416500166,9.9646326274447,7.75513902213709,9.644601550655,12.8090966012688,256,22.8353460248414,12.239898989899,22.7934343434343,32.9570707070707,27.53,2.07953748813413,4.16135495471842,4161.35495471842,0.208691837008285,"23","SEPTA16886, SEPTA15720, SEPTA1176, NA, SEPTA16887, SEPTA15717, SEPTA16889, SEPTA15718, SEPTA15716, SEPTA16890, SEPTA15719, SEPTA16888, SEPTA15711, SEPTA31460, SEPTA16892, SEPTA15713, SEPTA15715, SEPTA16891, SEPTA15712, SEPTA16893, SEPTA16894, SEPTA1189, SEPTA18168, SEPTA21224",260.10585415916,15.9986977923691,1508.86021065364,7.57283228137868,8.94697237316229,5.08934862125296,6.28895184135977,7.14431760546461,7.33831812282798,28,"Germantown Avenue","BGE to Wayne Jct.",NA
"29","294111",1680.58850921244,7677,9.47873061275772,7.23881123773555,9.48923413332535,11.5961276267309,418,15.6140806561859,8.5,15.5357142857143,23.0428571428571,21.85,1.80498093201897,4.56804265762689,4568.04265762689,0.190424330615493,"24, 8, R","SEPTA20844, SEPTA21971, SEPTA21972, SEPTA23596, SEPTA23773, NA, SEPTA23595, SEPTA23774, SEPTA23775, SEPTA23594, SEPTA23597, SEPTA23598, SEPTA23772, SEPTA23592, SEPTA23771, SEPTA23599, SEPTA23769, SEPTA23770, SEPTA23600, SEPTA23768, SEPTA23601, SEPTA23602, SEPTA23766, SEPTA23767",351.350114416476,13.0013979509115,1524.00728442038,8.31292241993629,9.03678881180148,4.64386062418197,6.91218130311615,5.80585479404783,7.23339674735866,29,"Pratt Street","FTC to BLVD",NA
"30","136212",1800.25803897731,7784.65049913107,10.6856082663642,8.25741870953357,10.8556454982049,13.328330735906,349,15.3503077975561,4.91252188552189,15.6555555555556,24.742,33.3,2.91885985583657,4.32418593922978,4324.18593922978,0.273158044266366,"66","NA, SEPTA958, SEPTA21830, SEPTA21937, SEPTA992, SEPTA961, SEPTA26163, SEPTA21828, SEPTA957, SEPTA21932, SEPTA21833, SEPTA21934, SEPTA21835, SEPTA21831, SEPTA21936, SEPTA1006, SEPTA21827, SEPTA21826, SEPTA21933, SEPTA21834",233.773288262194,18.4973483128657,1142.56732437777,7.86915204965947,6.77499361008235,6.66148008422579,4.75920679886686,8.26010547364987,7.1536486437345,30,"Frankford Avenue","Tyson to Rhawn",NA
"31","109321",613.676924416761,2824.48144121613,8.07911845954892,6.13038727471036,7.60805706526122,11.3031245340309,151,17.5997448734063,6.875,16.25,29.4956989247312,5.29,2.00417200253588,4.60255442047217,4602.55442047217,0.24806815404063,"48, 7","SEPTA2854, NA, SEPTA14927, SEPTA2863, SEPTA748, SEPTA22055",533.928438793219,8.62017095563373,1518.97763998415,8.37572691381051,9.00696491592298,6.04961524054879,8.61189801699717,3.84939073915273,7.1407097994148,31,"23rd Street","Spring Garden to Brown",NA
"32","169211",2083.91895676193,7572.4459673883,10.0420528891143,6.75263978448107,10.2836400313457,13.7878724303057,385,14.3715868250529,5.31111111111111,14.6944444444444,23.4276470588235,30.65,3.14660495579847,3.63375261922596,3633.75261922596,0.313342798583489,"53, 56, 4","NA, SEPTA21261, SEPTA17419, SEPTA16401, SEPTA16489, SEPTA18154, SEPTA17421, SEPTA16399, SEPTA21964, SEPTA18188, SEPTA18153, SEPTA829, SEPTA18193, SEPTA18152, SEPTA17425, SEPTA18151, SEPTA18194, SEPTA18150, SEPTA18149, SEPTA18148, SEPTA18196, SEPTA26228, SEPTA17441, SEPTA18055, SEPTA837, SEPTA26259, SEPTA32152",247.061858642359,14.7078656300651,1409.94429538804,6.6127017370189,8.36043827616732,7.64146198917743,6.11898016997167,6.56788850713845,7.1053123999748,32,"Erie Avenue","BGE to Front Street",NA
"33","151221",601.448783368263,7207.54138029153,13.3220488476698,9.48176651339493,13.0763491957257,17.20361623764,444,15.6599763324953,7,15,25.975,4.95,3.72609705808344,11.9836328206161,11983.6328206161,0.279693994571652,"9, 27, 65","SEPTA12304, NA, SEPTA12261, SEPTA12319, SEPTA17345, SEPTA14995",1456.06896571546,8.23012721428875,2879.43818610618,10,10,6.82087170275595,2.32294617563739,3.67521429027191,7.06178080736715,33,"Ridge Avenue","Main Street to Manayunk",NA
"34","236121",1268.79436407411,5749.46106049094,12.2637401926332,9.61440129801231,12.3482761523215,14.53159278965,363,13.7214694929875,5.88888888888889,13.1,22.7777777777778,22.36,2.10932020577996,4.53143647488263,4531.43647488263,0.171996484975034,"26, 25, 73, 84","SEPTA15806, NA, SEPTA15783, SEPTA15781, SEPTA15807, SEPTA15780, SEPTA15808, SEPTA15777, SEPTA15776, SEPTA15809, SEPTA487, SEPTA15774, SEPTA32063, SEPTA15810, SEPTA15785, SEPTA15805, SEPTA15787, SEPTA15804, SEPTA15788, SEPTA15803",257.131532222314,17.6230291000047,1416.19806071935,8.24630650146737,8.3975207475934,4.19446244863567,3.08781869688385,7.86967281304803,7.03866015871714,34,"Bridge Street","Torresdale to Frankford",NA
"35","118211",1101.18527077018,4278.17022928052,6.90001481997345,4.68852511494492,6.78419946325765,9.59865984640625,185,15.1151431916558,3,14.7142857142857,27.3352380952381,12.56,1.90800400523351,3.88505943808015,3885.05943808015,0.276521725679547,"47, 12","NA, SEPTA18511, SEPTA18512, SEPTA18513, SEPTA18515, SEPTA735, SEPTA18514, SEPTA18516, SEPTA25098",340.618648828067,11.4058917544506,1322.50955220345,7.07002979748433,7.84198320246091,6.74350987325787,9.46175637393768,5.09337161842085,7.02700443549097,35,"7th Street","Market to South",NA
