stop_id,stop_name,FALSE,TRUE,over_2,under_2,total,pct_over_2,stop_lat,stop_lon,ons,offs,Project.Planning
SEPTA3210,Market St & 2nd St - 1 MBNS,206,NA,0,206,206,0,39.950017,-75.143237,184,20,NA
SEPTA357,20th St & Washington Av,122,NA,0,122,122,0,39.938941,-75.17627,91.60893359346014,75.03927493453992,NA
SEPTA359,Market St & 6th St,215,NA,0,215,215,0,39.950809,-75.150237,228.58412217151803,24.200711350643985,NA
SEPTA432,Walnut St & 30th St - FS,224,NA,0,224,224,0,39.95188,-75.184278,118,169,NA
SEPTA4342,Allegheny Av & 2nd St,101,NA,0,101,101,0,39.999108,-75.133127,101.86002612352038,150.6877064027615,NA
SEPTA4354,Allegheny Av & A St,101,NA,0,101,101,0,39.998344,-75.127245,83.19640192843998,121.21748725678135,NA
SEPTA4459,Arch St & 10th St,153,NA,0,153,153,0,39.953598,-75.156166,173.04234297888453,30.62829080679632,NA
SEPTA4467,Arch St & 3rd St,147,NA,0,147,147,0,39.952208,-75.145082,139.5638636286496,2.5329615098441947,NA
SEPTA4474,Arch St & Broad St,98,NA,0,98,98,0,39.954416,-75.16287,78.10532481325198,44.048359356713696,NA
SEPTA5229,Broad St & Locust St,197,NA,0,197,197,0,39.948082,-75.164453,141.99295565545566,80.43447802197802,NA
SEPTA5369,Brown St & 23rd St,142,NA,0,142,142,0,39.969685,-75.17498,96.58193553785543,16.121749529815837,NA
SEPTA567,41st St & Lancaster Av,105,NA,0,105,105,0,39.964941,-75.205493,119,207,NA
SEPTA593,Penn's Landing - 1,844,NA,0,844,844,0,39.948716,-75.140231,426.04379533221055,308.7285184122568,NA
SEPTA595,20th St & Girard Av - MBFS,109,NA,0,109,109,0,39.972921,-75.168873,96.94330724601672,60.90692858744157,NA
SEPTA597,22nd St & Allegheny Av,109,NA,0,109,109,0,40.00317,-75.165844,94.7706015009227,248.90391617241414,NA
SEPTA6232,City Av & Bryn Mawr Av,157,NA,0,157,157,0,39.999024,-75.231017,106,70,NA
SEPTA6239,City Av & 53rd St,157,NA,0,157,157,0,39.997449,-75.234365,116,54,NA
SEPTA638,5th St & Market St - FS,200,NA,0,200,200,0,39.951047,-75.14876,117,135,NA
SEPTA6770,Diamond St & 21st St,99,NA,0,99,99,0,39.986253,-75.16788,136.50964190402016,222.55129384297715,NA
SEPTA746,29th St & Dauphin St,95,NA,0,95,95,0,39.991088,-75.179961,106.85741370336603,51.53506870534263,NA
SEPTA751,29th St & Girard Av,140,NA,0,140,140,0,39.974423,-75.183433,185.9389679363329,156.31629217139908,NA
SEPTA781,52nd St & Girard Av,142,NA,0,142,142,0,39.971339,-75.225743,159,478,NA
SEPTA959,Frankford Av & Robbins Av,161,NA,0,161,161,0,40.027885,-75.060069,171.68252287358322,75.13823888100204,NA
SEPTA960,Frankford Av & Robbins Av,175,NA,0,175,175,0,40.02776,-75.060188,84.74506221332848,141.6593961293265,NA
SEPTA992,Frankford Av & Wellington St,168,NA,0,168,168,0,40.036043,-75.042423,127.52756075623724,52.28719014903227,NA
